order,season,episode,character_killed,killer,method,method_cat,location,importance
6012,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6013,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6014,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6015,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6016,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6017,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6018,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6019,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6020,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6021,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6022,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6023,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6024,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6025,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6026,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6027,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6028,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6029,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6030,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6031,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6032,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6033,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6034,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6035,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6036,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6037,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6038,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6039,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6040,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6041,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6042,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6043,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6044,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6045,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6046,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6047,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6048,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6049,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6050,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6051,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6052,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6053,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6054,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6055,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6056,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6057,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6058,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6059,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6060,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6061,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6062,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6063,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6064,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6065,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6066,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6067,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6068,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6069,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6070,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6071,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6072,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6073,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6074,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6075,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6076,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6077,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6078,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6079,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6080,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6081,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6082,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6083,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6084,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6085,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6086,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6087,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6088,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6089,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6090,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6091,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6092,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6093,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6094,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6095,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6096,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6097,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6098,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6099,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6100,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6101,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6102,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6103,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6104,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6105,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6106,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6107,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6108,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6109,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6110,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6111,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6112,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6113,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6114,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6115,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6116,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6117,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6118,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6119,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6120,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6121,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6122,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6123,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6124,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6125,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6126,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6127,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6128,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6129,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6130,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6131,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6132,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6133,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6134,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6135,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6136,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6137,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6138,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6139,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6140,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6141,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6142,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6143,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6144,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6145,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6146,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6147,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6148,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6149,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6150,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6151,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6152,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6153,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6154,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6155,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6156,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6157,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6158,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6159,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6160,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6161,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6162,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6163,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6164,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6165,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6166,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6167,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6168,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6169,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6170,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6171,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6172,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6173,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6174,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6175,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6176,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6177,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6178,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6179,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6180,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6181,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6182,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6183,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6184,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6185,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6186,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6187,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6188,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6189,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6190,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6191,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6192,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6193,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6194,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6195,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6196,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6197,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6198,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6199,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6200,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6201,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6202,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6203,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6204,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6205,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6206,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6207,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6208,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6209,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6210,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6211,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6212,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6213,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6214,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6215,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6216,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6217,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6218,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6219,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6220,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6221,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6222,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6223,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6224,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6225,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6226,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6227,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6228,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6229,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6230,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6231,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6232,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6233,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6234,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6235,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6236,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6237,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6238,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6239,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6240,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6241,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6242,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6243,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6244,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6245,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6246,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6247,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6248,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6249,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6250,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6251,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6252,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6253,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6254,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6255,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6256,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6257,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6258,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6259,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6260,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6261,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6262,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6263,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6264,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6265,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6266,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6267,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6268,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6269,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6270,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6271,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6272,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6273,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6274,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6275,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6276,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6277,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6278,8,5,Horse,Drogon,Dragonfire,Animal,King’s Landing,1.0
6279,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6280,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6281,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6282,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6283,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6284,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6285,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6286,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6287,8,5,Harry Strickland,Grey Worm,Spear,Polearm,King’s Landing,2.0
6288,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6289,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6290,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6291,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6292,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6293,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6294,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6295,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6296,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6297,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6298,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6299,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6300,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6301,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6302,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6303,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6304,8,5,Lannister soldier,Dothraki rider,Arakh,Blade,King’s Landing,1.0
6305,8,5,Lannister soldier,Stark soldier,Sword,Blade,King’s Landing,1.0
